microorganism;antibiotic
Salmonella Ruiru;Tylosin
Salmonella Ruiru;Tylvalosin
Salmonella Ruiru;Vancomycin
Salmonella Rumford;Acetylmidecamycin
Salmonella Rumford;Acetylspiramycin
Salmonella Rumford;Avoparcin
Salmonella Rumford;Azithromycin
Salmonella Rumford;Benzylpenicillin
Salmonella Rumford;Bleomycin
Salmonella Rumford;Cadazolid
Salmonella Rumford;Clarithromycin
Salmonella Rumford;Clindamycin
Salmonella Rumford;Cycloserine
Salmonella Rumford;Dalbavancin
Salmonella Rumford;Dirithromycin
Salmonella Rumford;Erythromycin
Salmonella Rumford;Flurithromycin
Salmonella Rumford;Fusidic acid
Salmonella Rumford;Gamithromycin
Salmonella Rumford;Josamycin
Salmonella Rumford;Kitasamycin
Salmonella Rumford;Lincomycin
Salmonella Rumford;Linezolid
Salmonella Rumford;Meleumycin
Salmonella Rumford;Midecamycin
Salmonella Rumford;Miocamycin
Salmonella Rumford;Nafithromycin
Salmonella Rumford;Norvancomycin
Salmonella Rumford;Oleandomycin
Salmonella Rumford;Oritavancin
Salmonella Rumford;Pirlimycin
Salmonella Rumford;Pristinamycin
Salmonella Rumford;Quinupristin/dalfopristin
Salmonella Rumford;Ramoplanin
Salmonella Rumford;Rifampicin
Salmonella Rumford;Rokitamycin
Salmonella Rumford;Roxithromycin
Salmonella Rumford;Solithromycin
Salmonella Rumford;Spiramycin
Salmonella Rumford;Tedizolid
Salmonella Rumford;Teicoplanin
Salmonella Rumford;Telavancin
Salmonella Rumford;Telithromycin
Salmonella Rumford;Thiacetazone
Salmonella Rumford;Tildipirosin
Salmonella Rumford;Tilmicosin
Salmonella Rumford;Troleandomycin
Salmonella Rumford;Tulathromycin
Salmonella Rumford;Tylosin
Salmonella Rumford;Tylvalosin
Salmonella Rumford;Vancomycin
Salmonella Runby;Acetylmidecamycin
Salmonella Runby;Acetylspiramycin
Salmonella Runby;Avoparcin
Salmonella Runby;Azithromycin
Salmonella Runby;Benzylpenicillin
Salmonella Runby;Bleomycin
Salmonella Runby;Cadazolid
Salmonella Runby;Clarithromycin
Salmonella Runby;Clindamycin
Salmonella Runby;Cycloserine
Salmonella Runby;Dalbavancin
Salmonella Runby;Dirithromycin
Salmonella Runby;Erythromycin
Salmonella Runby;Flurithromycin
Salmonella Runby;Fusidic acid
Salmonella Runby;Gamithromycin
Salmonella Runby;Josamycin
Salmonella Runby;Kitasamycin
Salmonella Runby;Lincomycin
Salmonella Runby;Linezolid
Salmonella Runby;Meleumycin
Salmonella Runby;Midecamycin
Salmonella Runby;Miocamycin
Salmonella Runby;Nafithromycin
Salmonella Runby;Norvancomycin
Salmonella Runby;Oleandomycin
Salmonella Runby;Oritavancin
Salmonella Runby;Pirlimycin
Salmonella Runby;Pristinamycin
Salmonella Runby;Quinupristin/dalfopristin
Salmonella Runby;Ramoplanin
Salmonella Runby;Rifampicin
Salmonella Runby;Rokitamycin
Salmonella Runby;Roxithromycin
Salmonella Runby;Solithromycin
Salmonella Runby;Spiramycin
Salmonella Runby;Tedizolid
Salmonella Runby;Teicoplanin
Salmonella Runby;Telavancin
Salmonella Runby;Telithromycin
Salmonella Runby;Thiacetazone
Salmonella Runby;Tildipirosin
Salmonella Runby;Tilmicosin
Salmonella Runby;Troleandomycin
Salmonella Runby;Tulathromycin
Salmonella Runby;Tylosin
Salmonella Runby;Tylvalosin
Salmonella Runby;Vancomycin
Salmonella Ruzizi;Acetylmidecamycin
Salmonella Ruzizi;Acetylspiramycin
Salmonella Ruzizi;Avoparcin
Salmonella Ruzizi;Azithromycin
Salmonella Ruzizi;Benzylpenicillin
Salmonella Ruzizi;Bleomycin
Salmonella Ruzizi;Cadazolid
Salmonella Ruzizi;Clarithromycin
Salmonella Ruzizi;Clindamycin
Salmonella Ruzizi;Cycloserine
Salmonella Ruzizi;Dalbavancin
Salmonella Ruzizi;Dirithromycin
Salmonella Ruzizi;Erythromycin
Salmonella Ruzizi;Flurithromycin
Salmonella Ruzizi;Fusidic acid
Salmonella Ruzizi;Gamithromycin
Salmonella Ruzizi;Josamycin
Salmonella Ruzizi;Kitasamycin
Salmonella Ruzizi;Lincomycin
Salmonella Ruzizi;Linezolid
Salmonella Ruzizi;Meleumycin
Salmonella Ruzizi;Midecamycin
Salmonella Ruzizi;Miocamycin
Salmonella Ruzizi;Nafithromycin
Salmonella Ruzizi;Norvancomycin
Salmonella Ruzizi;Oleandomycin
Salmonella Ruzizi;Oritavancin
Salmonella Ruzizi;Pirlimycin
Salmonella Ruzizi;Pristinamycin
Salmonella Ruzizi;Quinupristin/dalfopristin
Salmonella Ruzizi;Ramoplanin
Salmonella Ruzizi;Rifampicin
Salmonella Ruzizi;Rokitamycin
Salmonella Ruzizi;Roxithromycin
Salmonella Ruzizi;Solithromycin
Salmonella Ruzizi;Spiramycin
Salmonella Ruzizi;Tedizolid
Salmonella Ruzizi;Teicoplanin
Salmonella Ruzizi;Telavancin
Salmonella Ruzizi;Telithromycin
Salmonella Ruzizi;Thiacetazone
Salmonella Ruzizi;Tildipirosin
Salmonella Ruzizi;Tilmicosin
Salmonella Ruzizi;Troleandomycin
Salmonella Ruzizi;Tulathromycin
Salmonella Ruzizi;Tylosin
Salmonella Ruzizi;Tylvalosin
Salmonella Ruzizi;Vancomycin
Salmonella Saarbruecken;Acetylmidecamycin
Salmonella Saarbruecken;Acetylspiramycin
Salmonella Saarbruecken;Avoparcin
Salmonella Saarbruecken;Azithromycin
Salmonella Saarbruecken;Benzylpenicillin
Salmonella Saarbruecken;Bleomycin
Salmonella Saarbruecken;Cadazolid
Salmonella Saarbruecken;Clarithromycin
Salmonella Saarbruecken;Clindamycin
Salmonella Saarbruecken;Cycloserine
Salmonella Saarbruecken;Dalbavancin
Salmonella Saarbruecken;Dirithromycin
Salmonella Saarbruecken;Erythromycin
Salmonella Saarbruecken;Flurithromycin
Salmonella Saarbruecken;Fusidic acid
Salmonella Saarbruecken;Gamithromycin
Salmonella Saarbruecken;Josamycin
Salmonella Saarbruecken;Kitasamycin
Salmonella Saarbruecken;Lincomycin
Salmonella Saarbruecken;Linezolid
Salmonella Saarbruecken;Meleumycin
Salmonella Saarbruecken;Midecamycin
Salmonella Saarbruecken;Miocamycin
Salmonella Saarbruecken;Nafithromycin
Salmonella Saarbruecken;Norvancomycin
Salmonella Saarbruecken;Oleandomycin
Salmonella Saarbruecken;Oritavancin
Salmonella Saarbruecken;Pirlimycin
Salmonella Saarbruecken;Pristinamycin
Salmonella Saarbruecken;Quinupristin/dalfopristin
Salmonella Saarbruecken;Ramoplanin
Salmonella Saarbruecken;Rifampicin
Salmonella Saarbruecken;Rokitamycin
Salmonella Saarbruecken;Roxithromycin
Salmonella Saarbruecken;Solithromycin
Salmonella Saarbruecken;Spiramycin
Salmonella Saarbruecken;Tedizolid
Salmonella Saarbruecken;Teicoplanin
Salmonella Saarbruecken;Telavancin
Salmonella Saarbruecken;Telithromycin
Salmonella Saarbruecken;Thiacetazone
Salmonella Saarbruecken;Tildipirosin
Salmonella Saarbruecken;Tilmicosin
Salmonella Saarbruecken;Troleandomycin
Salmonella Saarbruecken;Tulathromycin
Salmonella Saarbruecken;Tylosin
Salmonella Saarbruecken;Tylvalosin
Salmonella Saarbruecken;Vancomycin
Salmonella Saboya;Acetylmidecamycin
Salmonella Saboya;Acetylspiramycin
Salmonella Saboya;Avoparcin
Salmonella Saboya;Azithromycin
Salmonella Saboya;Benzylpenicillin
Salmonella Saboya;Bleomycin
Salmonella Saboya;Cadazolid
Salmonella Saboya;Clarithromycin
Salmonella Saboya;Clindamycin
Salmonella Saboya;Cycloserine
Salmonella Saboya;Dalbavancin
Salmonella Saboya;Dirithromycin
Salmonella Saboya;Erythromycin
Salmonella Saboya;Flurithromycin
Salmonella Saboya;Fusidic acid
Salmonella Saboya;Gamithromycin
Salmonella Saboya;Josamycin
Salmonella Saboya;Kitasamycin
Salmonella Saboya;Lincomycin
Salmonella Saboya;Linezolid
Salmonella Saboya;Meleumycin
Salmonella Saboya;Midecamycin
Salmonella Saboya;Miocamycin
Salmonella Saboya;Nafithromycin
Salmonella Saboya;Norvancomycin
Salmonella Saboya;Oleandomycin
Salmonella Saboya;Oritavancin
Salmonella Saboya;Pirlimycin
Salmonella Saboya;Pristinamycin
Salmonella Saboya;Quinupristin/dalfopristin
Salmonella Saboya;Ramoplanin
Salmonella Saboya;Rifampicin
Salmonella Saboya;Rokitamycin
Salmonella Saboya;Roxithromycin
Salmonella Saboya;Solithromycin
Salmonella Saboya;Spiramycin
Salmonella Saboya;Tedizolid
Salmonella Saboya;Teicoplanin
Salmonella Saboya;Telavancin
Salmonella Saboya;Telithromycin
Salmonella Saboya;Thiacetazone
Salmonella Saboya;Tildipirosin
Salmonella Saboya;Tilmicosin
Salmonella Saboya;Troleandomycin
Salmonella Saboya;Tulathromycin
Salmonella Saboya;Tylosin
Salmonella Saboya;Tylvalosin
Salmonella Saboya;Vancomycin
Salmonella Sada;Acetylmidecamycin
Salmonella Sada;Acetylspiramycin
Salmonella Sada;Avoparcin
Salmonella Sada;Azithromycin
Salmonella Sada;Benzylpenicillin
Salmonella Sada;Bleomycin
Salmonella Sada;Cadazolid
Salmonella Sada;Clarithromycin
Salmonella Sada;Clindamycin
Salmonella Sada;Cycloserine
Salmonella Sada;Dalbavancin
Salmonella Sada;Dirithromycin
Salmonella Sada;Erythromycin
Salmonella Sada;Flurithromycin
Salmonella Sada;Fusidic acid
Salmonella Sada;Gamithromycin
Salmonella Sada;Josamycin
Salmonella Sada;Kitasamycin
Salmonella Sada;Lincomycin
Salmonella Sada;Linezolid
Salmonella Sada;Meleumycin
Salmonella Sada;Midecamycin
Salmonella Sada;Miocamycin
Salmonella Sada;Nafithromycin
Salmonella Sada;Norvancomycin
Salmonella Sada;Oleandomycin
Salmonella Sada;Oritavancin
Salmonella Sada;Pirlimycin
Salmonella Sada;Pristinamycin
Salmonella Sada;Quinupristin/dalfopristin
Salmonella Sada;Ramoplanin
Salmonella Sada;Rifampicin
Salmonella Sada;Rokitamycin
Salmonella Sada;Roxithromycin
Salmonella Sada;Solithromycin
Salmonella Sada;Spiramycin
Salmonella Sada;Tedizolid
Salmonella Sada;Teicoplanin
Salmonella Sada;Telavancin
Salmonella Sada;Telithromycin
Salmonella Sada;Thiacetazone
Salmonella Sada;Tildipirosin
Salmonella Sada;Tilmicosin
Salmonella Sada;Troleandomycin
Salmonella Sada;Tulathromycin
Salmonella Sada;Tylosin
Salmonella Sada;Tylvalosin
Salmonella Sada;Vancomycin
Salmonella Saintemarie;Acetylmidecamycin
Salmonella Saintemarie;Acetylspiramycin
Salmonella Saintemarie;Avoparcin
Salmonella Saintemarie;Azithromycin
Salmonella Saintemarie;Benzylpenicillin
Salmonella Saintemarie;Bleomycin
Salmonella Saintemarie;Cadazolid
Salmonella Saintemarie;Clarithromycin
Salmonella Saintemarie;Clindamycin
Salmonella Saintemarie;Cycloserine
Salmonella Saintemarie;Dalbavancin
Salmonella Saintemarie;Dirithromycin
Salmonella Saintemarie;Erythromycin
Salmonella Saintemarie;Flurithromycin
Salmonella Saintemarie;Fusidic acid
Salmonella Saintemarie;Gamithromycin
Salmonella Saintemarie;Josamycin
Salmonella Saintemarie;Kitasamycin
Salmonella Saintemarie;Lincomycin
Salmonella Saintemarie;Linezolid
Salmonella Saintemarie;Meleumycin
Salmonella Saintemarie;Midecamycin
Salmonella Saintemarie;Miocamycin
Salmonella Saintemarie;Nafithromycin
Salmonella Saintemarie;Norvancomycin
Salmonella Saintemarie;Oleandomycin
Salmonella Saintemarie;Oritavancin
Salmonella Saintemarie;Pirlimycin
Salmonella Saintemarie;Pristinamycin
Salmonella Saintemarie;Quinupristin/dalfopristin
Salmonella Saintemarie;Ramoplanin
Salmonella Saintemarie;Rifampicin
Salmonella Saintemarie;Rokitamycin
Salmonella Saintemarie;Roxithromycin
Salmonella Saintemarie;Solithromycin
Salmonella Saintemarie;Spiramycin
Salmonella Saintemarie;Tedizolid
Salmonella Saintemarie;Teicoplanin
Salmonella Saintemarie;Telavancin
Salmonella Saintemarie;Telithromycin
Salmonella Saintemarie;Thiacetazone
Salmonella Saintemarie;Tildipirosin
Salmonella Saintemarie;Tilmicosin
Salmonella Saintemarie;Troleandomycin
Salmonella Saintemarie;Tulathromycin
Salmonella Saintemarie;Tylosin
Salmonella Saintemarie;Tylvalosin
Salmonella Saintemarie;Vancomycin
Salmonella Saintpaul;Acetylmidecamycin
Salmonella Saintpaul;Acetylspiramycin
Salmonella Saintpaul;Avoparcin
Salmonella Saintpaul;Azithromycin
Salmonella Saintpaul;Benzylpenicillin
Salmonella Saintpaul;Bleomycin
Salmonella Saintpaul;Cadazolid
Salmonella Saintpaul;Clarithromycin
Salmonella Saintpaul;Clindamycin
Salmonella Saintpaul;Cycloserine
Salmonella Saintpaul;Dalbavancin
Salmonella Saintpaul;Dirithromycin
Salmonella Saintpaul;Erythromycin
Salmonella Saintpaul;Flurithromycin
Salmonella Saintpaul;Fusidic acid
Salmonella Saintpaul;Gamithromycin
Salmonella Saintpaul;Josamycin
Salmonella Saintpaul;Kitasamycin
Salmonella Saintpaul;Lincomycin
Salmonella Saintpaul;Linezolid
Salmonella Saintpaul;Meleumycin
Salmonella Saintpaul;Midecamycin
Salmonella Saintpaul;Miocamycin
Salmonella Saintpaul;Nafithromycin
Salmonella Saintpaul;Norvancomycin
Salmonella Saintpaul;Oleandomycin
Salmonella Saintpaul;Oritavancin
Salmonella Saintpaul;Pirlimycin
Salmonella Saintpaul;Pristinamycin
Salmonella Saintpaul;Quinupristin/dalfopristin
Salmonella Saintpaul;Ramoplanin
Salmonella Saintpaul;Rifampicin
Salmonella Saintpaul;Rokitamycin
Salmonella Saintpaul;Roxithromycin
Salmonella Saintpaul;Solithromycin
Salmonella Saintpaul;Spiramycin
Salmonella Saintpaul;Tedizolid
Salmonella Saintpaul;Teicoplanin
Salmonella Saintpaul;Telavancin
Salmonella Saintpaul;Telithromycin
Salmonella Saintpaul;Thiacetazone
Salmonella Saintpaul;Tildipirosin
Salmonella Saintpaul;Tilmicosin
Salmonella Saintpaul;Troleandomycin
Salmonella Saintpaul;Tulathromycin
Salmonella Saintpaul;Tylosin
Salmonella Saintpaul;Tylvalosin
Salmonella Saintpaul;Vancomycin
Salmonella Salford;Acetylmidecamycin
Salmonella Salford;Acetylspiramycin
Salmonella Salford;Avoparcin
Salmonella Salford;Azithromycin
Salmonella Salford;Benzylpenicillin
Salmonella Salford;Bleomycin
Salmonella Salford;Cadazolid
Salmonella Salford;Clarithromycin
Salmonella Salford;Clindamycin
Salmonella Salford;Cycloserine
Salmonella Salford;Dalbavancin
Salmonella Salford;Dirithromycin
Salmonella Salford;Erythromycin
Salmonella Salford;Flurithromycin
Salmonella Salford;Fusidic acid
Salmonella Salford;Gamithromycin
Salmonella Salford;Josamycin
Salmonella Salford;Kitasamycin
Salmonella Salford;Lincomycin
Salmonella Salford;Linezolid
Salmonella Salford;Meleumycin
Salmonella Salford;Midecamycin
Salmonella Salford;Miocamycin
Salmonella Salford;Nafithromycin
Salmonella Salford;Norvancomycin
Salmonella Salford;Oleandomycin
Salmonella Salford;Oritavancin
Salmonella Salford;Pirlimycin
Salmonella Salford;Pristinamycin
Salmonella Salford;Quinupristin/dalfopristin
Salmonella Salford;Ramoplanin
Salmonella Salford;Rifampicin
Salmonella Salford;Rokitamycin
Salmonella Salford;Roxithromycin
Salmonella Salford;Solithromycin
Salmonella Salford;Spiramycin
Salmonella Salford;Tedizolid
Salmonella Salford;Teicoplanin
Salmonella Salford;Telavancin
Salmonella Salford;Telithromycin
Salmonella Salford;Thiacetazone
Salmonella Salford;Tildipirosin
Salmonella Salford;Tilmicosin
Salmonella Salford;Troleandomycin
Salmonella Salford;Tulathromycin
Salmonella Salford;Tylosin
Salmonella Salford;Tylvalosin
Salmonella Salford;Vancomycin
Salmonella Salinas;Acetylmidecamycin
Salmonella Salinas;Acetylspiramycin
Salmonella Salinas;Avoparcin
Salmonella Salinas;Azithromycin
Salmonella Salinas;Benzylpenicillin
Salmonella Salinas;Bleomycin
Salmonella Salinas;Cadazolid
Salmonella Salinas;Clarithromycin
Salmonella Salinas;Clindamycin
Salmonella Salinas;Cycloserine
Salmonella Salinas;Dalbavancin
Salmonella Salinas;Dirithromycin
Salmonella Salinas;Erythromycin
Salmonella Salinas;Flurithromycin
Salmonella Salinas;Fusidic acid
Salmonella Salinas;Gamithromycin
Salmonella Salinas;Josamycin
Salmonella Salinas;Kitasamycin
Salmonella Salinas;Lincomycin
Salmonella Salinas;Linezolid
Salmonella Salinas;Meleumycin
Salmonella Salinas;Midecamycin
Salmonella Salinas;Miocamycin
Salmonella Salinas;Nafithromycin
Salmonella Salinas;Norvancomycin
Salmonella Salinas;Oleandomycin
Salmonella Salinas;Oritavancin
Salmonella Salinas;Pirlimycin
Salmonella Salinas;Pristinamycin
Salmonella Salinas;Quinupristin/dalfopristin
Salmonella Salinas;Ramoplanin
Salmonella Salinas;Rifampicin
Salmonella Salinas;Rokitamycin
Salmonella Salinas;Roxithromycin
Salmonella Salinas;Solithromycin
Salmonella Salinas;Spiramycin
Salmonella Salinas;Tedizolid
Salmonella Salinas;Teicoplanin
Salmonella Salinas;Telavancin
Salmonella Salinas;Telithromycin
Salmonella Salinas;Thiacetazone
Salmonella Salinas;Tildipirosin
Salmonella Salinas;Tilmicosin
Salmonella Salinas;Troleandomycin
Salmonella Salinas;Tulathromycin
Salmonella Salinas;Tylosin
Salmonella Salinas;Tylvalosin
Salmonella Salinas;Vancomycin
Salmonella Sally;Acetylmidecamycin
Salmonella Sally;Acetylspiramycin
Salmonella Sally;Avoparcin
Salmonella Sally;Azithromycin
Salmonella Sally;Benzylpenicillin
Salmonella Sally;Bleomycin
Salmonella Sally;Cadazolid
Salmonella Sally;Clarithromycin
Salmonella Sally;Clindamycin
Salmonella Sally;Cycloserine
Salmonella Sally;Dalbavancin
Salmonella Sally;Dirithromycin
Salmonella Sally;Erythromycin
Salmonella Sally;Flurithromycin
Salmonella Sally;Fusidic acid
Salmonella Sally;Gamithromycin
Salmonella Sally;Josamycin
Salmonella Sally;Kitasamycin
Salmonella Sally;Lincomycin
Salmonella Sally;Linezolid
Salmonella Sally;Meleumycin
Salmonella Sally;Midecamycin
Salmonella Sally;Miocamycin
Salmonella Sally;Nafithromycin
Salmonella Sally;Norvancomycin
Salmonella Sally;Oleandomycin
Salmonella Sally;Oritavancin
Salmonella Sally;Pirlimycin
Salmonella Sally;Pristinamycin
Salmonella Sally;Quinupristin/dalfopristin
Salmonella Sally;Ramoplanin
Salmonella Sally;Rifampicin
Salmonella Sally;Rokitamycin
Salmonella Sally;Roxithromycin
Salmonella Sally;Solithromycin
Salmonella Sally;Spiramycin
Salmonella Sally;Tedizolid
Salmonella Sally;Teicoplanin
Salmonella Sally;Telavancin
Salmonella Sally;Telithromycin
Salmonella Sally;Thiacetazone
Salmonella Sally;Tildipirosin
Salmonella Sally;Tilmicosin
Salmonella Sally;Troleandomycin
Salmonella Sally;Tulathromycin
Salmonella Sally;Tylosin
Salmonella Sally;Tylvalosin
Salmonella Sally;Vancomycin
Salmonella Saloniki;Acetylmidecamycin
Salmonella Saloniki;Acetylspiramycin
Salmonella Saloniki;Avoparcin
Salmonella Saloniki;Azithromycin
Salmonella Saloniki;Benzylpenicillin
Salmonella Saloniki;Bleomycin
Salmonella Saloniki;Cadazolid
Salmonella Saloniki;Clarithromycin
Salmonella Saloniki;Clindamycin
Salmonella Saloniki;Cycloserine
Salmonella Saloniki;Dalbavancin
Salmonella Saloniki;Dirithromycin
Salmonella Saloniki;Erythromycin
Salmonella Saloniki;Flurithromycin
Salmonella Saloniki;Fusidic acid
Salmonella Saloniki;Gamithromycin
Salmonella Saloniki;Josamycin
Salmonella Saloniki;Kitasamycin
Salmonella Saloniki;Lincomycin
Salmonella Saloniki;Linezolid
Salmonella Saloniki;Meleumycin
Salmonella Saloniki;Midecamycin
Salmonella Saloniki;Miocamycin
Salmonella Saloniki;Nafithromycin
Salmonella Saloniki;Norvancomycin
Salmonella Saloniki;Oleandomycin
Salmonella Saloniki;Oritavancin
Salmonella Saloniki;Pirlimycin
Salmonella Saloniki;Pristinamycin
Salmonella Saloniki;Quinupristin/dalfopristin
Salmonella Saloniki;Ramoplanin
Salmonella Saloniki;Rifampicin
Salmonella Saloniki;Rokitamycin
Salmonella Saloniki;Roxithromycin
Salmonella Saloniki;Solithromycin
Salmonella Saloniki;Spiramycin
Salmonella Saloniki;Tedizolid
Salmonella Saloniki;Teicoplanin
Salmonella Saloniki;Telavancin
Salmonella Saloniki;Telithromycin
Salmonella Saloniki;Thiacetazone
Salmonella Saloniki;Tildipirosin
Salmonella Saloniki;Tilmicosin
Salmonella Saloniki;Troleandomycin
Salmonella Saloniki;Tulathromycin
Salmonella Saloniki;Tylosin
Salmonella Saloniki;Tylvalosin
Salmonella Saloniki;Vancomycin
Salmonella Samaru;Acetylmidecamycin
Salmonella Samaru;Acetylspiramycin
Salmonella Samaru;Avoparcin
Salmonella Samaru;Azithromycin
Salmonella Samaru;Benzylpenicillin
Salmonella Samaru;Bleomycin
Salmonella Samaru;Cadazolid
Salmonella Samaru;Clarithromycin
Salmonella Samaru;Clindamycin
Salmonella Samaru;Cycloserine
Salmonella Samaru;Dalbavancin
Salmonella Samaru;Dirithromycin
Salmonella Samaru;Erythromycin
Salmonella Samaru;Flurithromycin
Salmonella Samaru;Fusidic acid
Salmonella Samaru;Gamithromycin
Salmonella Samaru;Josamycin
Salmonella Samaru;Kitasamycin
Salmonella Samaru;Lincomycin
Salmonella Samaru;Linezolid
Salmonella Samaru;Meleumycin
Salmonella Samaru;Midecamycin
Salmonella Samaru;Miocamycin
Salmonella Samaru;Nafithromycin
Salmonella Samaru;Norvancomycin
Salmonella Samaru;Oleandomycin
Salmonella Samaru;Oritavancin
Salmonella Samaru;Pirlimycin
Salmonella Samaru;Pristinamycin
Salmonella Samaru;Quinupristin/dalfopristin
Salmonella Samaru;Ramoplanin
Salmonella Samaru;Rifampicin
Salmonella Samaru;Rokitamycin
Salmonella Samaru;Roxithromycin
